Game Number,Test Agent,Win Percentage,Draw Percentage,Loss Percentage
685000,random_player,1.0,0.0,0.0
685000,moderate_player,0.188,0.148,0.664
685000,advanced_player,0.019,0.027,0.954
686000,random_player,1.0,0.0,0.0
686000,moderate_player,0.172,0.146,0.682
686000,advanced_player,0.022,0.026,0.952
687000,random_player,1.0,0.0,0.0
687000,moderate_player,0.186,0.131,0.683
687000,advanced_player,0.026,0.02,0.954
688000,random_player,1.0,0.0,0.0
688000,moderate_player,0.16,0.138,0.702
688000,advanced_player,0.021,0.021,0.958
689000,random_player,1.0,0.0,0.0
689000,moderate_player,0.141,0.126,0.733
689000,advanced_player,0.015,0.027,0.958
690000,random_player,1.0,0.0,0.0
690000,moderate_player,0.169,0.122,0.709
690000,advanced_player,0.021,0.031,0.948
691000,random_player,0.999,0.001,0.0
691000,moderate_player,0.174,0.13,0.696
691000,advanced_player,0.022,0.028,0.95
692000,random_player,0.999,0.001,0.0
692000,moderate_player,0.171,0.123,0.706
692000,advanced_player,0.018,0.029,0.953
693000,random_player,1.0,0.0,0.0
693000,moderate_player,0.198,0.134,0.668
693000,advanced_player,0.016,0.026,0.958
694000,random_player,1.0,0.0,0.0
694000,moderate_player,0.182,0.134,0.684
694000,advanced_player,0.03,0.028,0.942
695000,random_player,0.999,0.001,0.0
695000,moderate_player,0.189,0.14,0.671
695000,advanced_player,0.029,0.035,0.936
696000,random_player,1.0,0.0,0.0
696000,moderate_player,0.183,0.118,0.699
696000,advanced_player,0.025,0.028,0.947
697000,random_player,1.0,0.0,0.0
697000,moderate_player,0.166,0.136,0.698
697000,advanced_player,0.011,0.017,0.972
698000,random_player,1.0,0.0,0.0
698000,moderate_player,0.192,0.149,0.659
698000,advanced_player,0.019,0.028,0.953
699000,random_player,1.0,0.0,0.0
699000,moderate_player,0.171,0.125,0.704
699000,advanced_player,0.012,0.021,0.967
700000,random_player,1.0,0.0,0.0
700000,moderate_player,0.17,0.126,0.704
700000,advanced_player,0.021,0.024,0.955
701000,random_player,1.0,0.0,0.0
701000,moderate_player,0.152,0.143,0.705
701000,advanced_player,0.018,0.017,0.965
702000,random_player,1.0,0.0,0.0
702000,moderate_player,0.203,0.112,0.685
702000,advanced_player,0.018,0.019,0.963
703000,random_player,1.0,0.0,0.0
703000,moderate_player,0.208,0.129,0.663
703000,advanced_player,0.011,0.043,0.946
704000,random_player,1.0,0.0,0.0
704000,moderate_player,0.153,0.147,0.7
704000,advanced_player,0.012,0.022,0.966
705000,random_player,1.0,0.0,0.0
705000,moderate_player,0.184,0.141,0.675
705000,advanced_player,0.02,0.027,0.953
706000,random_player,1.0,0.0,0.0
706000,moderate_player,0.171,0.148,0.681
706000,advanced_player,0.026,0.026,0.948
707000,random_player,1.0,0.0,0.0
707000,moderate_player,0.199,0.133,0.668
707000,advanced_player,0.029,0.023,0.948
708000,random_player,1.0,0.0,0.0
708000,moderate_player,0.186,0.142,0.672
708000,advanced_player,0.024,0.028,0.948
709000,random_player,1.0,0.0,0.0
709000,moderate_player,0.205,0.14,0.655
709000,advanced_player,0.025,0.038,0.937
710000,random_player,1.0,0.0,0.0
710000,moderate_player,0.181,0.126,0.693
710000,advanced_player,0.012,0.03,0.958
711000,random_player,1.0,0.0,0.0
711000,moderate_player,0.18,0.115,0.705
711000,advanced_player,0.025,0.026,0.949
712000,random_player,1.0,0.0,0.0
712000,moderate_player,0.17,0.143,0.687
712000,advanced_player,0.012,0.03,0.958
713000,random_player,1.0,0.0,0.0
713000,moderate_player,0.146,0.129,0.725
713000,advanced_player,0.016,0.028,0.956
714000,random_player,1.0,0.0,0.0
714000,moderate_player,0.197,0.139,0.664
714000,advanced_player,0.017,0.036,0.947
715000,random_player,1.0,0.0,0.0
715000,moderate_player,0.167,0.141,0.692
715000,advanced_player,0.026,0.031,0.943
716000,random_player,1.0,0.0,0.0
716000,moderate_player,0.153,0.146,0.701
716000,advanced_player,0.022,0.026,0.952
717000,random_player,1.0,0.0,0.0
717000,moderate_player,0.194,0.133,0.673
717000,advanced_player,0.024,0.029,0.947
718000,random_player,0.999,0.001,0.0
718000,moderate_player,0.186,0.161,0.653
718000,advanced_player,0.022,0.023,0.955
719000,random_player,1.0,0.0,0.0
719000,moderate_player,0.18,0.134,0.686
719000,advanced_player,0.021,0.023,0.956
720000,random_player,1.0,0.0,0.0
720000,moderate_player,0.189,0.146,0.665
720000,advanced_player,0.025,0.021,0.954
721000,random_player,1.0,0.0,0.0
721000,moderate_player,0.188,0.142,0.67
721000,advanced_player,0.026,0.03,0.944
722000,random_player,1.0,0.0,0.0
722000,moderate_player,0.194,0.133,0.673
722000,advanced_player,0.016,0.034,0.95
723000,random_player,1.0,0.0,0.0
723000,moderate_player,0.183,0.128,0.689
723000,advanced_player,0.029,0.027,0.944
724000,random_player,1.0,0.0,0.0
724000,moderate_player,0.19,0.137,0.673
724000,advanced_player,0.033,0.031,0.936
725000,random_player,1.0,0.0,0.0
725000,moderate_player,0.176,0.135,0.689
725000,advanced_player,0.028,0.031,0.941
726000,random_player,1.0,0.0,0.0
726000,moderate_player,0.168,0.125,0.707
726000,advanced_player,0.018,0.029,0.953
727000,random_player,1.0,0.0,0.0
727000,moderate_player,0.213,0.138,0.649
727000,advanced_player,0.02,0.036,0.944
728000,random_player,1.0,0.0,0.0
728000,moderate_player,0.166,0.141,0.693
728000,advanced_player,0.026,0.035,0.939
729000,random_player,1.0,0.0,0.0
729000,moderate_player,0.183,0.125,0.692
729000,advanced_player,0.022,0.032,0.946
730000,random_player,1.0,0.0,0.0
730000,moderate_player,0.176,0.152,0.672
730000,advanced_player,0.015,0.024,0.961
731000,random_player,1.0,0.0,0.0
731000,moderate_player,0.191,0.135,0.674
731000,advanced_player,0.013,0.025,0.962
732000,random_player,1.0,0.0,0.0
732000,moderate_player,0.219,0.138,0.643
732000,advanced_player,0.022,0.032,0.946
733000,random_player,1.0,0.0,0.0
733000,moderate_player,0.193,0.133,0.674
733000,advanced_player,0.025,0.034,0.941
734000,random_player,1.0,0.0,0.0
734000,moderate_player,0.163,0.117,0.72
734000,advanced_player,0.015,0.022,0.963
735000,random_player,1.0,0.0,0.0
735000,moderate_player,0.173,0.149,0.678
735000,advanced_player,0.027,0.035,0.938
736000,random_player,1.0,0.0,0.0
736000,moderate_player,0.188,0.14,0.672
736000,advanced_player,0.022,0.024,0.954
737000,random_player,0.999,0.0,0.001
737000,moderate_player,0.209,0.139,0.652
737000,advanced_player,0.024,0.038,0.938
738000,random_player,1.0,0.0,0.0
738000,moderate_player,0.198,0.136,0.666
738000,advanced_player,0.026,0.027,0.947
739000,random_player,1.0,0.0,0.0
739000,moderate_player,0.205,0.131,0.664
739000,advanced_player,0.023,0.028,0.949
740000,random_player,1.0,0.0,0.0
740000,moderate_player,0.186,0.147,0.667
740000,advanced_player,0.032,0.039,0.929
741000,random_player,1.0,0.0,0.0
741000,moderate_player,0.206,0.127,0.667
741000,advanced_player,0.019,0.031,0.95
742000,random_player,1.0,0.0,0.0
742000,moderate_player,0.184,0.122,0.694
742000,advanced_player,0.018,0.037,0.945
743000,random_player,1.0,0.0,0.0
743000,moderate_player,0.186,0.153,0.661
743000,advanced_player,0.024,0.032,0.944
744000,random_player,1.0,0.0,0.0
744000,moderate_player,0.188,0.149,0.663
744000,advanced_player,0.026,0.035,0.939
745000,random_player,1.0,0.0,0.0
745000,moderate_player,0.204,0.14,0.656
745000,advanced_player,0.024,0.032,0.944
746000,random_player,0.999,0.001,0.0
746000,moderate_player,0.216,0.126,0.658
746000,advanced_player,0.013,0.038,0.949
747000,random_player,1.0,0.0,0.0
747000,moderate_player,0.195,0.137,0.668
747000,advanced_player,0.028,0.03,0.942
748000,random_player,1.0,0.0,0.0
748000,moderate_player,0.21,0.129,0.661
748000,advanced_player,0.02,0.029,0.951
749000,random_player,1.0,0.0,0.0
749000,moderate_player,0.209,0.124,0.667
749000,advanced_player,0.026,0.026,0.948
750000,random_player,1.0,0.0,0.0
750000,moderate_player,0.22,0.143,0.637
750000,advanced_player,0.024,0.034,0.942
751000,random_player,1.0,0.0,0.0
751000,moderate_player,0.232,0.129,0.639
751000,advanced_player,0.033,0.027,0.94
752000,random_player,1.0,0.0,0.0
752000,moderate_player,0.213,0.135,0.652
752000,advanced_player,0.022,0.028,0.95
753000,random_player,1.0,0.0,0.0
753000,moderate_player,0.197,0.149,0.654
753000,advanced_player,0.033,0.027,0.94
754000,random_player,1.0,0.0,0.0
754000,moderate_player,0.216,0.135,0.649
754000,advanced_player,0.029,0.033,0.938
755000,random_player,1.0,0.0,0.0
755000,moderate_player,0.214,0.132,0.654
755000,advanced_player,0.035,0.034,0.931
756000,random_player,1.0,0.0,0.0
756000,moderate_player,0.214,0.121,0.665
756000,advanced_player,0.021,0.03,0.949
757000,random_player,1.0,0.0,0.0
757000,moderate_player,0.204,0.127,0.669
757000,advanced_player,0.025,0.035,0.94
758000,random_player,1.0,0.0,0.0
758000,moderate_player,0.195,0.14,0.665
758000,advanced_player,0.017,0.031,0.952
759000,random_player,1.0,0.0,0.0
759000,moderate_player,0.209,0.128,0.663
759000,advanced_player,0.019,0.039,0.942
760000,random_player,1.0,0.0,0.0
760000,moderate_player,0.197,0.154,0.649
760000,advanced_player,0.029,0.04,0.931
761000,random_player,1.0,0.0,0.0
761000,moderate_player,0.2,0.12,0.68
761000,advanced_player,0.031,0.033,0.936
762000,random_player,1.0,0.0,0.0
762000,moderate_player,0.202,0.144,0.654
762000,advanced_player,0.029,0.022,0.949
763000,random_player,1.0,0.0,0.0
763000,moderate_player,0.223,0.152,0.625
763000,advanced_player,0.025,0.041,0.934
764000,random_player,1.0,0.0,0.0
764000,moderate_player,0.205,0.136,0.659
764000,advanced_player,0.025,0.019,0.956
765000,random_player,1.0,0.0,0.0
765000,moderate_player,0.194,0.123,0.683
765000,advanced_player,0.028,0.03,0.942
766000,random_player,1.0,0.0,0.0
766000,moderate_player,0.201,0.152,0.647
766000,advanced_player,0.023,0.027,0.95
767000,random_player,1.0,0.0,0.0
767000,moderate_player,0.179,0.124,0.697
767000,advanced_player,0.017,0.032,0.951
768000,random_player,1.0,0.0,0.0
768000,moderate_player,0.218,0.151,0.631
768000,advanced_player,0.017,0.041,0.942
769000,random_player,1.0,0.0,0.0
769000,moderate_player,0.186,0.161,0.653
769000,advanced_player,0.022,0.035,0.943
770000,random_player,1.0,0.0,0.0
770000,moderate_player,0.21,0.143,0.647
770000,advanced_player,0.021,0.029,0.95
771000,random_player,1.0,0.0,0.0
771000,moderate_player,0.211,0.132,0.657
771000,advanced_player,0.032,0.037,0.931
772000,random_player,1.0,0.0,0.0
772000,moderate_player,0.204,0.13,0.666
772000,advanced_player,0.021,0.029,0.95
773000,random_player,1.0,0.0,0.0
773000,moderate_player,0.206,0.15,0.644
773000,advanced_player,0.02,0.037,0.943
774000,random_player,1.0,0.0,0.0
774000,moderate_player,0.201,0.142,0.657
774000,advanced_player,0.023,0.035,0.942
775000,random_player,1.0,0.0,0.0
775000,moderate_player,0.221,0.146,0.633
775000,advanced_player,0.029,0.033,0.938
776000,random_player,1.0,0.0,0.0
776000,moderate_player,0.2,0.138,0.662
776000,advanced_player,0.026,0.024,0.95
777000,random_player,1.0,0.0,0.0
777000,moderate_player,0.203,0.156,0.641
777000,advanced_player,0.025,0.03,0.945
778000,random_player,1.0,0.0,0.0
778000,moderate_player,0.213,0.15,0.637
778000,advanced_player,0.03,0.025,0.945
779000,random_player,1.0,0.0,0.0
779000,moderate_player,0.221,0.13,0.649
779000,advanced_player,0.023,0.04,0.937
780000,random_player,1.0,0.0,0.0
780000,moderate_player,0.2,0.132,0.668
780000,advanced_player,0.033,0.031,0.936
781000,random_player,1.0,0.0,0.0
781000,moderate_player,0.192,0.162,0.646
781000,advanced_player,0.018,0.033,0.949
782000,random_player,1.0,0.0,0.0
782000,moderate_player,0.205,0.142,0.653
782000,advanced_player,0.027,0.035,0.938
783000,random_player,1.0,0.0,0.0
783000,moderate_player,0.204,0.143,0.653
783000,advanced_player,0.018,0.021,0.961
784000,random_player,1.0,0.0,0.0
784000,moderate_player,0.226,0.129,0.645
784000,advanced_player,0.027,0.024,0.949
785000,random_player,1.0,0.0,0.0
785000,moderate_player,0.201,0.135,0.664
785000,advanced_player,0.032,0.038,0.93
786000,random_player,1.0,0.0,0.0
786000,moderate_player,0.217,0.147,0.636
786000,advanced_player,0.021,0.036,0.943
787000,random_player,1.0,0.0,0.0
787000,moderate_player,0.204,0.15,0.646
787000,advanced_player,0.027,0.037,0.936
788000,random_player,1.0,0.0,0.0
788000,moderate_player,0.218,0.132,0.65
788000,advanced_player,0.026,0.038,0.936
789000,random_player,1.0,0.0,0.0
789000,moderate_player,0.245,0.152,0.603
789000,advanced_player,0.038,0.029,0.933
790000,random_player,1.0,0.0,0.0
790000,moderate_player,0.211,0.162,0.627
790000,advanced_player,0.026,0.04,0.934
791000,random_player,1.0,0.0,0.0
791000,moderate_player,0.195,0.155,0.65
791000,advanced_player,0.025,0.035,0.94
792000,random_player,1.0,0.0,0.0
792000,moderate_player,0.234,0.146,0.62
792000,advanced_player,0.03,0.044,0.926
793000,random_player,1.0,0.0,0.0
793000,moderate_player,0.239,0.155,0.606
793000,advanced_player,0.029,0.037,0.934
794000,random_player,1.0,0.0,0.0
794000,moderate_player,0.217,0.151,0.632
794000,advanced_player,0.039,0.021,0.94
795000,random_player,1.0,0.0,0.0
795000,moderate_player,0.232,0.149,0.619
795000,advanced_player,0.026,0.034,0.94
796000,random_player,1.0,0.0,0.0
796000,moderate_player,0.221,0.144,0.635
796000,advanced_player,0.02,0.047,0.933
797000,random_player,1.0,0.0,0.0
797000,moderate_player,0.233,0.15,0.617
797000,advanced_player,0.03,0.042,0.928
798000,random_player,1.0,0.0,0.0
798000,moderate_player,0.187,0.16,0.653
798000,advanced_player,0.026,0.031,0.943
799000,random_player,0.999,0.001,0.0
799000,moderate_player,0.185,0.148,0.667
799000,advanced_player,0.03,0.03,0.94
800000,random_player,1.0,0.0,0.0
800000,moderate_player,0.214,0.141,0.645
800000,advanced_player,0.029,0.035,0.936
801000,random_player,1.0,0.0,0.0
801000,moderate_player,0.247,0.145,0.608
801000,advanced_player,0.036,0.044,0.92
802000,random_player,1.0,0.0,0.0
802000,moderate_player,0.206,0.148,0.646
802000,advanced_player,0.038,0.036,0.926
803000,random_player,1.0,0.0,0.0
803000,moderate_player,0.227,0.147,0.626
803000,advanced_player,0.025,0.04,0.935
804000,random_player,1.0,0.0,0.0
804000,moderate_player,0.21,0.145,0.645
804000,advanced_player,0.028,0.03,0.942
805000,random_player,1.0,0.0,0.0
805000,moderate_player,0.239,0.149,0.612
805000,advanced_player,0.02,0.026,0.954
806000,random_player,1.0,0.0,0.0
806000,moderate_player,0.198,0.142,0.66
806000,advanced_player,0.031,0.032,0.937
807000,random_player,1.0,0.0,0.0
807000,moderate_player,0.228,0.157,0.615
807000,advanced_player,0.024,0.027,0.949
808000,random_player,1.0,0.0,0.0
808000,moderate_player,0.216,0.146,0.638
808000,advanced_player,0.025,0.027,0.948
809000,random_player,1.0,0.0,0.0
809000,moderate_player,0.209,0.13,0.661
809000,advanced_player,0.02,0.03,0.95
810000,random_player,1.0,0.0,0.0
810000,moderate_player,0.177,0.144,0.679
810000,advanced_player,0.023,0.026,0.951
811000,random_player,1.0,0.0,0.0
811000,moderate_player,0.237,0.143,0.62
811000,advanced_player,0.031,0.032,0.937
812000,random_player,1.0,0.0,0.0
812000,moderate_player,0.241,0.132,0.627
812000,advanced_player,0.021,0.044,0.935
813000,random_player,1.0,0.0,0.0
813000,moderate_player,0.214,0.153,0.633
813000,advanced_player,0.032,0.031,0.937
814000,random_player,1.0,0.0,0.0
814000,moderate_player,0.224,0.126,0.65
814000,advanced_player,0.023,0.031,0.946
815000,random_player,1.0,0.0,0.0
815000,moderate_player,0.236,0.145,0.619
815000,advanced_player,0.031,0.027,0.942
816000,random_player,1.0,0.0,0.0
816000,moderate_player,0.198,0.152,0.65
816000,advanced_player,0.025,0.038,0.937
817000,random_player,1.0,0.0,0.0
817000,moderate_player,0.214,0.156,0.63
817000,advanced_player,0.036,0.03,0.934
818000,random_player,1.0,0.0,0.0
818000,moderate_player,0.22,0.151,0.629
818000,advanced_player,0.033,0.034,0.933
819000,random_player,1.0,0.0,0.0
819000,moderate_player,0.219,0.142,0.639
819000,advanced_player,0.028,0.029,0.943
820000,random_player,1.0,0.0,0.0
820000,moderate_player,0.224,0.158,0.618
820000,advanced_player,0.029,0.035,0.936
821000,random_player,1.0,0.0,0.0
821000,moderate_player,0.236,0.145,0.619
821000,advanced_player,0.024,0.037,0.939
822000,random_player,1.0,0.0,0.0
822000,moderate_player,0.215,0.145,0.64
822000,advanced_player,0.028,0.04,0.932
823000,random_player,1.0,0.0,0.0
823000,moderate_player,0.214,0.176,0.61
823000,advanced_player,0.023,0.031,0.946
824000,random_player,1.0,0.0,0.0
824000,moderate_player,0.213,0.131,0.656
824000,advanced_player,0.023,0.042,0.935
825000,random_player,1.0,0.0,0.0
825000,moderate_player,0.243,0.136,0.621
825000,advanced_player,0.037,0.034,0.929
826000,random_player,1.0,0.0,0.0
826000,moderate_player,0.216,0.134,0.65
826000,advanced_player,0.024,0.023,0.953
827000,random_player,1.0,0.0,0.0
827000,moderate_player,0.213,0.154,0.633
827000,advanced_player,0.032,0.024,0.944
828000,random_player,1.0,0.0,0.0
828000,moderate_player,0.217,0.167,0.616
828000,advanced_player,0.037,0.032,0.931
829000,random_player,0.999,0.001,0.0
829000,moderate_player,0.209,0.16,0.631
829000,advanced_player,0.025,0.042,0.933
830000,random_player,1.0,0.0,0.0
830000,moderate_player,0.208,0.138,0.654
830000,advanced_player,0.025,0.036,0.939
831000,random_player,1.0,0.0,0.0
831000,moderate_player,0.198,0.147,0.655
831000,advanced_player,0.027,0.031,0.942
832000,random_player,1.0,0.0,0.0
832000,moderate_player,0.267,0.134,0.599
832000,advanced_player,0.031,0.034,0.935
833000,random_player,1.0,0.0,0.0
833000,moderate_player,0.238,0.161,0.601
833000,advanced_player,0.027,0.037,0.936
834000,random_player,1.0,0.0,0.0
834000,moderate_player,0.257,0.158,0.585
834000,advanced_player,0.03,0.037,0.933
835000,random_player,1.0,0.0,0.0
835000,moderate_player,0.238,0.137,0.625
835000,advanced_player,0.025,0.027,0.948
836000,random_player,1.0,0.0,0.0
836000,moderate_player,0.221,0.136,0.643
836000,advanced_player,0.029,0.05,0.921
837000,random_player,1.0,0.0,0.0
837000,moderate_player,0.202,0.164,0.634
837000,advanced_player,0.02,0.028,0.952
838000,random_player,1.0,0.0,0.0
838000,moderate_player,0.223,0.126,0.651
838000,advanced_player,0.034,0.033,0.933
839000,random_player,1.0,0.0,0.0
839000,moderate_player,0.226,0.145,0.629
839000,advanced_player,0.027,0.034,0.939
840000,random_player,1.0,0.0,0.0
840000,moderate_player,0.232,0.136,0.632
840000,advanced_player,0.03,0.034,0.936
841000,random_player,1.0,0.0,0.0
841000,moderate_player,0.242,0.14,0.618
841000,advanced_player,0.029,0.037,0.934
842000,random_player,1.0,0.0,0.0
842000,moderate_player,0.208,0.153,0.639
842000,advanced_player,0.03,0.033,0.937
843000,random_player,1.0,0.0,0.0
843000,moderate_player,0.227,0.166,0.607
843000,advanced_player,0.035,0.03,0.935
844000,random_player,1.0,0.0,0.0
844000,moderate_player,0.222,0.147,0.631
844000,advanced_player,0.037,0.035,0.928
845000,random_player,1.0,0.0,0.0
845000,moderate_player,0.23,0.148,0.622
845000,advanced_player,0.027,0.034,0.939
846000,random_player,1.0,0.0,0.0
846000,moderate_player,0.213,0.167,0.62
846000,advanced_player,0.024,0.032,0.944
847000,random_player,1.0,0.0,0.0
847000,moderate_player,0.224,0.133,0.643
847000,advanced_player,0.021,0.036,0.943
848000,random_player,1.0,0.0,0.0
848000,moderate_player,0.239,0.139,0.622
848000,advanced_player,0.028,0.031,0.941
849000,random_player,1.0,0.0,0.0
849000,moderate_player,0.232,0.142,0.626
849000,advanced_player,0.021,0.032,0.947
850000,random_player,1.0,0.0,0.0
850000,moderate_player,0.229,0.125,0.646
850000,advanced_player,0.024,0.033,0.943
851000,random_player,1.0,0.0,0.0
851000,moderate_player,0.245,0.14,0.615
851000,advanced_player,0.022,0.03,0.948
852000,random_player,1.0,0.0,0.0
852000,moderate_player,0.244,0.143,0.613
852000,advanced_player,0.028,0.035,0.937
853000,random_player,1.0,0.0,0.0
853000,moderate_player,0.196,0.135,0.669
853000,advanced_player,0.029,0.025,0.946
854000,random_player,1.0,0.0,0.0
854000,moderate_player,0.226,0.173,0.601
854000,advanced_player,0.032,0.03,0.938
855000,random_player,1.0,0.0,0.0
855000,moderate_player,0.223,0.139,0.638
855000,advanced_player,0.033,0.03,0.937
856000,random_player,1.0,0.0,0.0
856000,moderate_player,0.227,0.14,0.633
856000,advanced_player,0.035,0.038,0.927
857000,random_player,1.0,0.0,0.0
857000,moderate_player,0.221,0.126,0.653
857000,advanced_player,0.025,0.037,0.938
858000,random_player,1.0,0.0,0.0
858000,moderate_player,0.233,0.148,0.619
858000,advanced_player,0.03,0.026,0.944
859000,random_player,1.0,0.0,0.0
859000,moderate_player,0.209,0.146,0.645
859000,advanced_player,0.023,0.025,0.952
860000,random_player,1.0,0.0,0.0
860000,moderate_player,0.205,0.142,0.653
860000,advanced_player,0.016,0.031,0.953
861000,random_player,1.0,0.0,0.0
861000,moderate_player,0.209,0.143,0.648
861000,advanced_player,0.028,0.03,0.942
862000,random_player,1.0,0.0,0.0
862000,moderate_player,0.262,0.136,0.602
862000,advanced_player,0.022,0.026,0.952
863000,random_player,1.0,0.0,0.0
863000,moderate_player,0.219,0.14,0.641
863000,advanced_player,0.027,0.03,0.943
864000,random_player,1.0,0.0,0.0
864000,moderate_player,0.26,0.142,0.598
864000,advanced_player,0.033,0.036,0.931
865000,random_player,1.0,0.0,0.0
865000,moderate_player,0.249,0.154,0.597
865000,advanced_player,0.031,0.031,0.938
866000,random_player,1.0,0.0,0.0
866000,moderate_player,0.222,0.143,0.635
866000,advanced_player,0.032,0.029,0.939
867000,random_player,1.0,0.0,0.0
867000,moderate_player,0.227,0.157,0.616
867000,advanced_player,0.031,0.049,0.92
868000,random_player,1.0,0.0,0.0
868000,moderate_player,0.247,0.143,0.61
868000,advanced_player,0.027,0.037,0.936
869000,random_player,1.0,0.0,0.0
869000,moderate_player,0.222,0.143,0.635
869000,advanced_player,0.035,0.037,0.928
870000,random_player,1.0,0.0,0.0
870000,moderate_player,0.238,0.16,0.602
870000,advanced_player,0.024,0.035,0.941
871000,random_player,1.0,0.0,0.0
871000,moderate_player,0.203,0.153,0.644
871000,advanced_player,0.021,0.018,0.961
872000,random_player,1.0,0.0,0.0
872000,moderate_player,0.274,0.157,0.569
872000,advanced_player,0.031,0.04,0.929
873000,random_player,1.0,0.0,0.0
873000,moderate_player,0.22,0.15,0.63
873000,advanced_player,0.041,0.04,0.919
874000,random_player,1.0,0.0,0.0
874000,moderate_player,0.238,0.157,0.605
874000,advanced_player,0.034,0.035,0.931
875000,random_player,1.0,0.0,0.0
875000,moderate_player,0.204,0.144,0.652
875000,advanced_player,0.027,0.026,0.947
876000,random_player,1.0,0.0,0.0
876000,moderate_player,0.248,0.134,0.618
876000,advanced_player,0.037,0.045,0.918
877000,random_player,1.0,0.0,0.0
877000,moderate_player,0.249,0.134,0.617
877000,advanced_player,0.029,0.039,0.932
878000,random_player,1.0,0.0,0.0
878000,moderate_player,0.242,0.139,0.619
878000,advanced_player,0.028,0.039,0.933
879000,random_player,1.0,0.0,0.0
879000,moderate_player,0.241,0.131,0.628
879000,advanced_player,0.02,0.041,0.939
880000,random_player,1.0,0.0,0.0
880000,moderate_player,0.198,0.147,0.655
880000,advanced_player,0.036,0.04,0.924
881000,random_player,1.0,0.0,0.0
881000,moderate_player,0.231,0.163,0.606
881000,advanced_player,0.019,0.034,0.947
882000,random_player,1.0,0.0,0.0
882000,moderate_player,0.21,0.132,0.658
882000,advanced_player,0.04,0.03,0.93
883000,random_player,1.0,0.0,0.0
883000,moderate_player,0.202,0.146,0.652
883000,advanced_player,0.028,0.043,0.929
884000,random_player,1.0,0.0,0.0
884000,moderate_player,0.222,0.15,0.628
884000,advanced_player,0.032,0.039,0.929
885000,random_player,1.0,0.0,0.0
885000,moderate_player,0.224,0.163,0.613
885000,advanced_player,0.024,0.034,0.942
886000,random_player,1.0,0.0,0.0
886000,moderate_player,0.242,0.143,0.615
886000,advanced_player,0.024,0.029,0.947
887000,random_player,1.0,0.0,0.0
887000,moderate_player,0.221,0.142,0.637
887000,advanced_player,0.035,0.029,0.936
888000,random_player,1.0,0.0,0.0
888000,moderate_player,0.231,0.15,0.619
888000,advanced_player,0.03,0.031,0.939
889000,random_player,1.0,0.0,0.0
889000,moderate_player,0.236,0.167,0.597
889000,advanced_player,0.035,0.04,0.925
890000,random_player,1.0,0.0,0.0
890000,moderate_player,0.239,0.138,0.623
890000,advanced_player,0.027,0.042,0.931
891000,random_player,1.0,0.0,0.0
891000,moderate_player,0.24,0.13,0.63
891000,advanced_player,0.024,0.036,0.94
892000,random_player,1.0,0.0,0.0
892000,moderate_player,0.228,0.147,0.625
892000,advanced_player,0.032,0.029,0.939
893000,random_player,1.0,0.0,0.0
893000,moderate_player,0.247,0.142,0.611
893000,advanced_player,0.031,0.036,0.933
894000,random_player,1.0,0.0,0.0
894000,moderate_player,0.191,0.153,0.656
894000,advanced_player,0.04,0.046,0.914
895000,random_player,1.0,0.0,0.0
895000,moderate_player,0.244,0.137,0.619
895000,advanced_player,0.035,0.032,0.933
896000,random_player,1.0,0.0,0.0
896000,moderate_player,0.235,0.147,0.618
896000,advanced_player,0.028,0.039,0.933
897000,random_player,1.0,0.0,0.0
897000,moderate_player,0.234,0.148,0.618
897000,advanced_player,0.029,0.026,0.945
898000,random_player,1.0,0.0,0.0
898000,moderate_player,0.227,0.134,0.639
898000,advanced_player,0.036,0.036,0.928
899000,random_player,1.0,0.0,0.0
899000,moderate_player,0.239,0.157,0.604
899000,advanced_player,0.029,0.03,0.941
900000,random_player,1.0,0.0,0.0
900000,moderate_player,0.229,0.158,0.613
900000,advanced_player,0.027,0.03,0.943
901000,random_player,1.0,0.0,0.0
901000,moderate_player,0.199,0.169,0.632
901000,advanced_player,0.019,0.037,0.944
902000,random_player,1.0,0.0,0.0
902000,moderate_player,0.22,0.157,0.623
902000,advanced_player,0.021,0.031,0.948
903000,random_player,1.0,0.0,0.0
903000,moderate_player,0.229,0.15,0.621
903000,advanced_player,0.035,0.025,0.94
904000,random_player,1.0,0.0,0.0
904000,moderate_player,0.261,0.143,0.596
904000,advanced_player,0.024,0.031,0.945
905000,random_player,1.0,0.0,0.0
905000,moderate_player,0.239,0.165,0.596
905000,advanced_player,0.026,0.03,0.944
906000,random_player,1.0,0.0,0.0
906000,moderate_player,0.232,0.147,0.621
906000,advanced_player,0.023,0.042,0.935
907000,random_player,1.0,0.0,0.0
907000,moderate_player,0.251,0.156,0.593
907000,advanced_player,0.021,0.035,0.944
908000,random_player,1.0,0.0,0.0
908000,moderate_player,0.252,0.162,0.586
908000,advanced_player,0.026,0.037,0.937
909000,random_player,1.0,0.0,0.0
909000,moderate_player,0.231,0.139,0.63
909000,advanced_player,0.039,0.039,0.922
910000,random_player,1.0,0.0,0.0
910000,moderate_player,0.236,0.161,0.603
910000,advanced_player,0.029,0.036,0.935
911000,random_player,1.0,0.0,0.0
911000,moderate_player,0.213,0.16,0.627
911000,advanced_player,0.031,0.042,0.927
912000,random_player,1.0,0.0,0.0
912000,moderate_player,0.217,0.154,0.629
912000,advanced_player,0.032,0.035,0.933
913000,random_player,1.0,0.0,0.0
913000,moderate_player,0.24,0.152,0.608
